col_name,val_rmse_0,val_rmse_1,val_rmse_2,val_rmse_3,val_rmse_4,val_rsq_0,val_rsq_1,val_rsq_2,val_rsq_3,val_rsq_4,val_mean_rmse,val_mean_rsq,val_var_rmse,val_var_rsq,rmse_delta
visitStartTimeIs_year_start,2.43992316088344,3.0855552750451474,4.681058904777032,2.380963860591662,2.2221787728308255,-0.1253284937723269,-0.6945413170828194,-2.716608858139383,-0.47331983237378905,-0.2624059894004631,2.961935994825621,-0.8544408981537563,0.8255864146023933,0.9041201770820676,-0.7551325836769567
visitNumber,2.509007460200297,2.995370774165485,3.450496093323693,2.2606105455442655,2.1330624261107443,-0.18995605072097876,-0.5969329317050727,-1.0193970866696844,-0.3281371548016794,-0.16318338020323297,2.669709459868897,-0.45952132082012964,0.23937203037031157,0.10201724659293514,-0.46290604872023255
trafficSource_adContent,2.4288739660703467,3.0722172613270065,3.894904780934604,2.120888938806693,2.0963132955431427,-0.11515946851518333,-0.6799229015420971,-1.573074347771944,-0.1690343763186275,-0.12344918750897471,2.722639648536359,-0.5321280563313653,0.46741938826194884,0.3156261478894641,-0.5158362373876946
trafficSource_adwordsClickInfo.adNetworkType,2.3698752947846353,3.0137099021984013,4.327888076106706,2.3093846692237068,2.1056786180861358,-0.06164178516827912,-0.6165472048130243,-2.176952248352426,-0.38606623708214927,-0.1335096746050246,2.825307312079917,-0.6749434300041806,0.6569408882790526,0.6024360122294075,-0.6185039009312527
totals_hits,2.383713590687057,2.2822423579332263,2.2082197825691092,1.981322454545261,1.861513389448151,-0.07407636881753699,0.07293747911161408,0.17292815334946288,-0.020238600228759118,0.11412308290366291,2.143402315036561,0.05313474926368875,0.03739172367198336,0.008005700318256946,0.06340109611210343
visitStartTimeIs_quarter_end,2.4405897179610796,2.2628906935063977,2.2097361515745244,1.9635715771285436,1.8607232337060273,-0.1259434296380857,0.08859238374181289,0.17179187449708008,-0.002039639226095069,0.11487497883583686,2.1475022747753147,0.04945523364210981,0.043832102377067174,0.010838825257401766,-0.004099959738753878
totals_pageviews,2.1926849795290138,2.2158580001519783,2.0983600401625093,2.011066825466134,1.8138032340191104,0.0911766020599627,0.126084680414562,0.2531753228866701,-0.051100957673675174,0.1589508025534596,2.066354615865749,0.11565729004819585,0.021234782024132554,0.009860377063661165,0.07704769917081178
totals_newVisits,2.1803909874323053,2.334786538545587,2.1101656703966296,2.0413916870433657,1.8188718775282584,0.10133925203531946,0.029758465461625198,0.24474822950326025,-0.08303903973457682,0.15424363819581177,2.097121352189229,0.08941010909228797,0.028823458584637897,0.012354530023827245,-0.030766736323479815
visitStartTimeIs_month_end,2.3872362862808534,2.2336897302299947,2.110119746274151,1.985443823604051,1.8153596945289345,-0.07725329399503233,0.11196272447514544,0.24478110265428843,-0.024487432106273355,0.15750674125376551,2.106369856183597,0.08250196845637874,0.0388840766200322,0.013959329039456589,-0.040015240317847756
visitStartTimeDay,2.2867803316101685,2.2278834983006557,2.1113099200577534,2.0597769540492954,1.8073676448983247,0.01150173164777768,0.11657343552392561,0.24392892805939426,-0.10263511041669937,0.16490849918420558,2.0986236697832394,0.08685549679972075,0.027722222591861745,0.014646474003351433,-0.03226905391749035
trafficSource_source,2.2911911058586467,2.2530235082771255,2.102227098316116,1.9398758087191688,1.7969228734395897,0.007684795230748276,0.09652332008203458,0.2504201468864051,0.02199903735374631,0.1745325916719801,2.0766480789221293,0.11023197824498288,0.034948826639824224,0.008455239085044784,-0.010293463056380237
channelGrouping,2.2540664797937167,2.1950316841450395,2.085572991242743,2.0128298747344373,1.7777488565754191,0.039581631170952813,0.14243492113056722,0.26224963465878837,-0.0529447105033376,0.19205486004193306,2.0650499772982713,0.11667526729978077,0.027662509902431815,0.012450380960184897,0.001304638567477756
visitStartTimeIs_month_start,2.258939436614292,2.2456930982555456,2.0705602164690453,2.0050045053193317,1.7967019173965635,0.03542457892887807,0.10239283761241214,0.27283264140989605,-0.04477346409412153,0.174735584021959,2.075379834810956,0.10812243557580474,0.02906760649915697,0.012052345248314696,-0.010329857512684448
geoNetwork_region,2.424528178499476,2.273359397936912,2.1334378054793817,2.0601430922118937,1.783349121052665,-0.11117250935017453,0.08014007350768615,0.22799765638744196,-0.10302714575250183,0.1869564646017653,2.1349635190360656,0.05617890787884341,0.04644684404962722,0.02011033070023971,-0.0699135417377943
trafficSource_adwordsClickInfo.page,2.5375833530883707,2.24104467079103,2.093784028797306,2.114858296337346,1.7888709904573068,-0.2172159921583785,0.1061049596627145,0.2564290560895468,-0.16239564571259124,0.18191373827515078,2.1552282678942722,0.032967223231288464,0.05863653000653255,0.03564553508061849,-0.09017829059600091
trafficSource_referralPath,2.404553414420523,2.314207117488346,2.0817289701024513,1.9811649900156962,1.8006644446928382,-0.09293887596736106,0.04678701304854882,0.2649666956238351,-0.020076440851804378,0.17109141935303862,2.116463787343971,0.07396596224125143,0.048267910950372216,0.016670905689607572,-0.05141381004569956
visitStartTimeDayofyear,2.3098301732323168,2.293848048412516,2.1130402410318236,1.9716132854647164,1.7963091186790818,-0.008526041672076268,0.0634848834632179,0.24268914634223726,-0.010264051726817991,0.17509638663085814,2.0969281733640908,0.0924960646074838,0.03808798692608965,0.01019750621938617,-0.03187819606581943
visitStartTimeIs_year_end,2.3546073638601537,2.296061685429926,2.077646966129558,1.9583324322805438,1.7836117274986678,-0.048006586752321175,0.061676476984870554,0.267846481804368,0.0033004534408580533,0.18671699809354148,2.09405203503977,0.09430676471426339,0.04475181992654729,0.013651131803094543,-0.029002057741498888
visitStartTimeYear,2.547023329186947,2.242159229121547,2.090779766086763,2.1589342694005396,1.7827994342974767,-0.2262890833305944,0.10521560129726935,0.2585613484247352,-0.21135174153140346,0.18745760078416385,2.1643392056186546,0.022718745128834116,0.06070317921376147,0.041272049345826296,-0.09928922832038323
device_browser,2.388807820328477,2.257772899157936,2.1077827722332048,2.149404122115937,1.8067198623040641,-0.07867208733044895,0.09271023372825214,0.2464529979353718,-0.2006808465114267,0.16550700585488365,2.1420974952279237,0.04506346073532639,0.03759116545237766,0.026607071726115816,-0.07704751792965236
trafficSource_isTrueDirect,2.4050317172804383,2.3156343863776567,2.0917450428396793,2.0584799148138444,1.7868987391538447,-0.09337372410095444,0.04561087737169367,0.2578765716564433,-0.10124689145211918,0.1837166433128805,2.131557960093093,0.058516695357588765,0.046877494848874435,0.020836210115476532,-0.06650798279482162
trafficSource_keyword,2.371094755022923,2.2601782926335163,2.115016003396992,2.243690438494716,1.7847331397626685,-0.06273463847938698,0.0907759812395552,0.24127226294976714,-0.3083300072294055,0.18569400387589918,2.1549425258621633,0.029335520471285802,0.040864332305616424,0.03912700222619732,-0.08989254856389195
geoNetwork_country,2.348668139763969,2.213244026437311,2.100165145602259,1.9759433693765178,1.7678579879463705,-0.042726304380948044,0.1281453217226094,0.25188986461553753,-0.014706435888470537,0.20102018565891755,2.081175733825286,0.10472452634552917,0.0397193358636158,0.013496905333777703,-0.016125756527014534
device_operatingSystem,2.3348569810104647,2.20019522588757,2.055092962357371,2.234417269057994,1.762628168278855,-0.030499020715254677,0.13839554314615965,0.2836560631762798,-0.29753770352924547,0.20574040612682554,2.117438121318451,0.059951057640952966,0.03951616830683045,0.04268628639546394,-0.05238814402017988
device_isMobile,2.397649783704638,2.243685284291506,2.0703972160399213,1.9582587623187797,1.7667440227407114,-0.08667208654970882,0.10399717307064438,0.2729471262967368,0.0033754411550618313,0.2020267770299189,2.0873470138191115,0.09913488620053061,0.04809336280430293,0.016903036055467925,-0.02229703652084014
trafficSource_adwordsClickInfo.gclId,2.3663052645300735,2.2311783370332514,2.090277379707834,2.0569228690974266,1.7692909196836648,-0.05844563509021028,0.1139584869135748,0.25891762117367156,-0.09958154291847232,0.19972443958416364,2.10279495401045,0.08291467393254548,0.039881171107891675,0.01977457664909848,-0.03774497671217869
visitStartTimeMonth,2.287143236008216,2.1792347249767725,2.093398287563165,2.1044401003289384,1.752838646515355,0.011187964007970841,0.15473376323772992,0.25670300941847024,-0.15097148793454185,0.21453843809719264,2.0834109990784895,0.09723833736536436,0.032101812023844524,0.022301360678260627,-0.018361021780218145
visitStartTimeSecond,2.4211895081962456,2.1900881913826598,2.095255995170317,2.1873662579754174,1.7945313589339498,-0.10811436022655464,0.1462932644907341,0.25538320213273613,-0.2434675172527252,0.17672834936346304,2.137686262331718,0.04536458770153069,0.041028753969692036,0.0357061252786828,-0.07263628503344677
visitStartTimeHour,2.3021832453845956,2.3689176862906796,2.425104419820583,1.9590831013031789,1.9754835554268553,-0.0018594390155899367,0.0011841129288087116,0.0024847782789132467,0.0025361961975867153,0.002327745484470012,2.206154401645178,0.0013346787748377497,0.03958116057305912,2.7955226018681913e-06,0.0
geoNetwork_subContinent,2.2886090792778746,2.357358637390956,2.412482440539979,1.9460782468778342,1.9632633536743747,0.009920087188170945,0.010907704557153841,0.012841322985052805,0.01573504048052321,0.01463262904388507,2.1935583515522037,0.012807356850957175,0.03961502389567002,4.7698217308736276e-06,0.012596050092974487
visitStartTimeIs_quarter_start,2.2888369330296072,2.357444611298886,2.412552501892327,1.9464811270724163,1.9633594321662764,0.009722932807613716,0.010835557978143062,0.012783985634114758,0.015327470121720421,0.014536182556107335,2.193734921091903,0.012641225819539859,0.03958673871287358,4.520804061205798e-06,-0.00017656953969913403
trafficSource_isTrueDirect,2.2851499911928523,2.356773665893094,2.4106544713480442,1.9434901398011042,1.9596029677276434,0.012910711927091478,0.01139852424375054,0.014336722059433371,0.01835126541111598,0.018303519672695723,2.191134247192548,0.015060148662817418,0.03987976865140511,7.980364535265824e-06,0.0024241043596555656
trafficSource_adwordsClickInfo.adNetworkType,2.2859031231032487,2.3614628132347275,2.4145037510141805,1.946830740748183,1.9629138201142458,0.012259961692639987,0.007460675013580276,0.011186438332845383,0.014973718015752424,0.01498346155435526,2.194322849642917,0.012172850921834667,0.03992096523155344,7.78591769557381e-06,-0.0031886024503688937
geoNetwork_city,2.327087992137189,2.4137512772982346,2.4643121028978943,1.978715852860043,2.005547576387252,-0.02365267762827572,-0.036980366978369705,-0.03003045394965209,-0.01755594113712644,-0.028269596193100544,2.2378829603161225,-0.0272978071773049,0.042260935888632216,4.207092398976494e-05,-0.046748713123574426
totals_pageviews,2.1992998717004504,2.2623300840352307,2.19679259584846,1.911341363060685,1.973440402371495,0.0856848538255719,0.08904391279933878,0.18146593615095508,0.05055908167904599,0.00439037263073605,2.1086408634032643,0.08222883141712956,0.019363283551122858,0.0033936382191599944,0.08249338378928384
trafficSource_adwordsClickInfo.gclId,2.2020450126120052,2.2554882128490914,2.2037376779419886,1.908483657302833,1.9843030685569485,0.08340095395791292,0.09454551460792571,0.17628222203437927,0.05339603641633783,-0.006600321753634564,2.1108115258525735,0.08020488105258423,0.018966223753583394,0.003540116297575209,-0.002170662449309191
visitStartTimeIs_year_start,2.2157837233733377,2.2762216890763574,2.2114415220682964,1.913365921827855,1.989449409193992,0.07192782506405127,0.07782230148214087,0.17051303701094012,0.048546655220846,-0.011828379759453833,2.121252453107968,0.07139628780370488,0.020334909117441697,0.003462831431446896,-0.012611589704703885
geoNetwork_country,2.1871930096485697,2.243200453332263,2.205781946528759,1.9115979189798464,1.9701372204080811,0.09572352062027789,0.1043843601489427,0.17475329105601364,0.050304181073466125,0.007720523804803925,2.1035821097795036,0.08657717534070086,0.018318867816251232,0.0031419760899946145,0.005058753623760737
visitNumber,2.1167034132344713,2.226654006253983,2.160431624905405,1.8722954696147462,1.8974868292365767,0.1530709363026298,0.11754823176162488,0.20833818583110555,0.08895422006328745,0.07955340166240144,2.0547142686490365,0.1294929951242098,0.02051583455464785,0.0022105032116357397,0.04886784113046705
geoNetwork_metro,2.1096867691826344,2.19690969620411,2.1721800298505594,1.8812715964326796,1.8990777541061734,0.15867658724136358,0.1409668726010853,0.19970467742171016,0.08019784031958388,0.07800927998535001,2.0518251691552316,0.1315110515138186,0.018260614242463148,0.002194646939602594,0.002889099493804892
visitStartTimeIs_year_end,2.130439742386692,2.20069515995198,2.1577881457127037,1.8894067331214355,1.8908034696773008,0.14204299095855333,0.13800394666371518,0.21027433709098564,0.07222568470607371,0.08602600712174391,2.0538266501700226,0.12971459330821436,0.018371676824054117,0.002384848452252186,-0.002001481014791029
visitStartTimeDayofyear,2.169895096500635,2.2324573754906374,2.1756456233196766,1.9714894885941547,1.8859778640479399,0.10997031219026375,0.11294233685339518,0.1971489861927055,-0.010137187495891098,0.0906852432875771,2.087093089590609,0.10012193820561008,0.017928005140363378,0.004384345428831063,-0.03526792043537741
device_browser,2.175887552906371,2.241017152781825,2.150603644287873,1.9222893173728002,1.865332604711869,0.10504765150410057,0.10612691197919177,0.2155244720832851,0.03965134421982708,0.11048429584999608,2.0710260544121475,0.1153669351272801,0.022131582479305086,0.0031960177448286395,-0.01920088525691588
visitStartTimeDay,2.1851572322991917,2.232625884305544,2.153761866769197,1.9570628800675065,1.789051909048897,0.09740608711969201,0.11280841924442009,0.21321873115342516,0.004592319865882155,0.1817482545712379,2.0635319544980675,0.12195476239093146,0.027640372305254242,0.005272921933473959,-0.011706785342835868
geoNetwork_continent,2.2034172656813777,2.249874120929406,2.1724309559552997,1.9212175307863926,1.8065949754856403,0.08225820005244588,0.09904740320448713,0.19951976955582507,0.04072194462784784,0.16562236803723585,2.070706969767623,0.11743393709556835,0.030432579590677068,0.0033040671321471157,-0.01888180061239142
totals_bounces,2.1458733312024716,2.252327461515738,2.170735483878137,1.9068498082156973,1.8129818978289567,0.12956733370466922,0.09708147216055851,0.20076875034910435,0.05501611421142849,0.15971232698819815,2.0577535965282,0.12842919948279174,0.02821482425111686,0.0025170202265791786,-0.005928427372968503
trafficSource_adContent,2.1560048090090813,2.2410576130022215,2.1661009178932167,1.8807833820532958,1.7897273199611865,0.12132864833494815,0.10609463500301274,0.20417785830919308,0.08067517955424353,0.18113031780184163,2.0467348083838006,0.13868132780064782,0.031508455707452164,0.002163886705457768,0.005090360771430991
trafficSource_keyword,2.142337957722163,2.2199927124643972,2.177171538724908,1.8823149405531516,1.7845678587110294,0.13243308496468098,0.12282024771275546,0.19602241270091714,0.07917732176039538,0.18584481983415468,2.0412770016351294,0.14325957739458073,0.03035769365550749,0.001847786857308594,0.005457806748671246
visitStartTimeSecond,2.122634051999387,2.1678852477407844,2.130565936617008,1.9154089266079273,1.7943887335596898,0.14831838867783054,0.16351514756642704,0.23007467709970786,0.046513733580158534,0.17685920777458786,2.0261765793049595,0.15305623093974235,0.02125552139754334,0.003596312517003064,0.015100422330169838
trafficSource_adwordsClickInfo.slot,2.1188765709482897,2.1695697553929163,2.1418442430740328,1.8665210388952056,1.7832128844367987,0.1513310088139419,0.16221469812810496,0.2219017904131425,0.09456514882311473,0.1870806826447542,2.0160048985494483,0.16341866576461167,0.02530756660032396,0.0017737069390663164,0.010171680755511225
totals_newVisits,2.135060791316917,2.1842693610462574,2.132529285750548,1.9223855613081815,1.79502307273003,0.1383170361413626,0.15082365327866976,0.22865502733836385,0.039555177584616685,0.1762771234905659,2.033853614430387,0.14672560356671577,0.022413966421915267,0.0038317442064273884,-0.017848715880938837
visitStartTimeWeek,2.1413299239192334,2.1633025669745907,2.150147041056106,1.909590606732164,1.824314207024773,0.13324932502214681,0.1670478911994253,0.21585754697361714,0.05229762868766308,0.149174813830092,2.0377368691413738,0.14352544114258886,0.020221001898967556,0.0028490533860443335,-0.021731970591925442
trafficSource_medium,2.1202326424351545,2.169533101028729,2.1420072939294026,1.894162724576728,1.7724946735567007,0.15024437252016676,0.16224300625517285,0.22178331829911635,0.06754904185596544,0.19682360831516055,2.019686087105343,0.1597286694491164,0.02487718489640133,0.002764034290879025,-0.003681188555894721
visitStartTimeIs_month_end,2.1289424796747474,2.1659389966501417,2.146666411886528,1.8693779963831585,1.8061447421267658,0.14324850324014704,0.16501640670660034,0.21839421070737197,0.09179125178648884,0.16603819763709948,2.023414125344268,0.15689771401554153,0.02351476251107757,0.0016712866191980688,-0.007409226794819812
